barcode,product_name,brand,generic_ingredient_name,categories,ingredients_text,allergens,nutriscore_grade,energy_kcal_100g,fat_100g,saturated_fat_100g,carbohydrates_100g,sugars_100g,protein_100g,salt_100g,fiber_100g,nutrition_score
6111246721278,Cream cheese,Original,cheese,Cream cheeses,"Lait de Vache pasteurisé, Crème fraiche pasteurisée
ferments lactiques, Présure,Sel.",milk,a,257.0,18.0,,3.1,0.0,10.0,0.0,,1.0
6111203006653,Cheddar,la Hollandaise,cheese,Cheddar slices,"(AJR 30%) ¿S-250 (AJR 100%) ¿S 10 (AJR 30%) ¿L 3,5 (AJR 30%) ¿S 300 فيتامين A فيتامين D فيتامين E كالسيوم جبنة مذوبة للدهن 50% مواد دسمة في المادة الجافة. الوزن الصافي : - المكونات حليب خالي من الدسم مشكل شيدر %25، زبدة، أملاح مستحلبة (E452 E341 E450) بروتينات الحليب قلح، مادة حافظة: سوربات البوتاسيوم، الكالسيوم، فيتامين ED،A أنتج بالمغرب من م.ص. عين الـ يحفظ في مكا تاريخ الاستخـ Agrément sanitaire MA LPL.5.11.13 111203 006653 LOONEY TUNES TH www.LOONEYTUNES.COM TH&War Bros Certamente 615) // AJ",milk,d,270.0,21.0,12.0,6.0,6.0,9.0,1.5,,0.6000000000000001
6111259092495,Goldium crémeux,,cheese,"Fermented dairy desserts, Cheese spreads","Fromage blanc, protéine de lait, crème fraîche, lait écrémé, ferment lactique, présure Halal, goût, huile végétale, conservateur",milk,d,225.0,24.0,14.0,3.0,3.0,5.0,0.32,0.1,0.8
6111246722107,Frommage fondu,REWE Beste Wahl,cheese,"Cheeses, Processed cheeses, fr:121314, fr:Aliments-laitiers","Lait de Vache pasteurisé, Crème fraiche pasteurisée, ferments lactiques, Présure, Sel",milk,d,298.0,26.0,16.5,9.0,4.0,7.0,1.2,,0.8
6111206000733,Jebli,Danone,cheese,"Cheese spreads, Cream cheeses","جبن أبيض، قشدة ماء، بروتينات الحليب ملح، مخثرات )نشا، أغار، علكة الزتان(، مادة حافظة )سوربات البوتاسيوم(، نكهة, يحفظ في البرودة بين 4 و 6° 19 % من المواد الدسمة,",milk,d,225.0,19.0,13.0,6.9,0.0,6.5,0.76,,0.8
3480341000674,Carré Frais 0% - Nature,Elle & Vire,cheese,"Cream cheeses, Fromages-à-la-crème, Produits-fermentés, Produits-laitiers-fermentés","Lait écrémé, sel, ferments lactiques.",milk,b,84.0,0.3,0.2,4.5,2.9,16.0,1.3,,1.0
6111242100930,رايبي جودة,Jaouda,yogurt,"Dairy drinks, Yogurts, fr:Yaourt à boire de grenadine",lait frais partiellement écrémé'sucre'colorant:amidon ' arôme 'correcteur d'acidité :acide citrique'ferments lactiques sélectionnés' matière grasse:1'3%,,e,75.3,1.38,0.8,13.58,13.5,2.48,0.0,,1.0
5411188103387,Vanille au soja,alpro,yogurt,"Non-dairy yogurts, Vanilla yogurt, Plantaardige-yoghurt, Plantaardige-yoghurt-met-smaak, Plantaardige-zuivel-alternatieven, Vegan-en-plantaardig, Vegetarisch","Jus de soja (90,9%), sucre, stabilisant (pectines), correcteurs d'acidité (acide citrique, citrates de sodium), calcium, concentré de carotte, sel marin de table, arômes, arôme naturel de vanille, vanille en poudre (0,03%), antioxydants (extrait riche en tocopherols, esters d'acides gras de l'acide ascorbique), vitamines B2, B12, D2, ferments de yaourt (S. thermophilus, L. bulgaricus).",soybeans,b,65.0,2.2,0.4,7.5,7.5,3.7,0.2,0.9,1.0
6111242102002,غلال القمح,Jaouda,yogurt,Stirred yogurts,"Ingré&lents : lait entier enrichi en crème, sucre, poudre de lait écrémé, texturant : amidon, préparation de céréales, fibres, arômes, ferments ladiques et colorant naturel. Matière grasse : 3,4 % Poids net : 110 g",milk,c,106.0,3.0,2.2,16.0,7.5,3.5,0.0,1.1,1.0
6111032008453,danino,Danone,yogurt,"Strawberry yogurts, Yogurt with fruits and sugar",Danino,,c,132.2,6.3,4.3,12.3,8.6,6.5,0.07,,1.0
6111242102781,Tendre nature,Tendre,yogurt,Yogurts,"Lait frais, crème, sucre, poudre de lait écrémé, ferments lactiques,",milk,c,119.0,5.0,4.2,14.3,9.0,4.2,0.0,,1.0
6111266962446,delicemo,,yogurt,Yogurts,"Lait frais entier, crème, préparation aux morceaux de chocolat, sucre, poudre de lait écrémé, texturant : amidon, arômes, ferments lactiques sélectionnés, colorant naturel",milk,d,167.8,7.4,4.8,,20.0,5.3,0.0,,0.8
6111032002925,Danone nature,Danone,yogurt,Plain yogurts,ا المكونات حليب بدون قشدة، قشدة، مس رن الحليب بدون قشدة، مخثرات )نشويات(، نكهة، خمائرحليبية ل ليوغورت. م.د: %3 مصنوع خط قد بمكن أن يحتوي على الكلوتين، الجوز واللوز. منتوج حليبي م مزوج الوزن الصافي : 110غ. رقم الإعتماد الصحي LPL2113،0NS SA,,b,66.2,3.0,2.0,6.7,6.7,3.0,0.34125,,1.0
6111242102767,Yaourt tendre,Jaouda,yogurt,"Fruit yogurts, fr:Laitier","Lait frais, crème, sucre, poudre de lait écrémé, ferments lactiques, arôme, vitamines A et D3",milk,c,121.0,5.0,,14.9,14.9,4.2,0.0,,1.0
3168930010265,cruesly mélange de noix,Quaker,cereal,"Mueslis, Cereal clusters with nuts","_avoine_ complète (32%), _blé_ complet (18%), sirop de glucose, huile de tournesol, sucre, _amandes_ grillées (4,2%), _noisettes_ (4%), oligofructose, _noix de Pécan_ (1,5%), farine de _blé_, farine de riz, _noix du Brésil_ (1%), miel, arômes naturels, antioxydant (tocophérol).",gluten nuts fr avoine,b,462.0,19.0,2.0,57.0,12.0,8.5,0.0,10.0,1.0
06175700,Tartines craquantes au sarrasin imp,Ekibio,cereal,"Cereals and their products, Extruded crispbreads",Farine de sarrasin*. *issue de l'agriculture biologique. . riche en magnésium . ⚫ source de fibres ⚫ source de fer . ⚫ source de protéines (1) contient des sucres naturellement présents.,,a,388.0,2.8,0.6,75.0,2.6,13.4,0.68,4.4,1.0
3229820160672,Croustillant Chocolat,Bjorg,cereal,"Breakfast cereals rich in fibre, Cereal clusters with chocolate","Flocons d'avoine complète, Flocons de blé complet, Riz extrudé (farine de riz), Sucre de canne non raffiné, Chocolat noir (pâte de cacao, sucre de canne non raffiné, inuline), Farine de blé, Huile de tournesol, Miel, Stabilisant: gomme d'acacia, Mélasses, Flocons de noix de coco, Sel marin, Cannelle, Antioxydant: extrait riche en tocopherols. 

Peut contenir du lait, des fruits à coque, des graines de sésame et du soja. 

*Ingrédients biologiques.",gluten,c,431.666666666667,14.0,3.4,62.0,14.0,9.27,0.26,10.0,1.0
3760049791006,tartine de campagne,la Boulangère,tartine de campagne,"Pains de campagne, fr:Pain de mie de campagne","Farine de BLÉ* 57 %, eau, huile de colza, GLUTEN DE BLÉ, levure, semoule de BLÉ dur, levains de BLÉ dévitalisés, sel, arôme naturel (contient alcool), conservateur : propionate de calcium, farine de SEIGLE, farine d'ORGE maltée torréfiée, levure désactivée, farine de BLÉ malté torréfié, antioxydant : acide ascorbique. Traces éventuelles d'œufs, soja et lait.* Ingrédient issu du commerce équitable français.",gluten,c,272.0,6.5,0.5,43.0,2.6,8.9,1.2,3.9,1.0
3229820019307,Flocons d'avoine,BJORG,cereal,Rolled oats,Flocons d'_avoine_ complète issue de l'agriculture biologique.,gluten fr avoine fr avoine,a,363.333333333333,7.1,1.3,58.0,1.7,11.0,0.02,11.0,1.0
3229820129488,"Muesli Raisin, Figue, Abricot",Bjorg,muesli raisin,Mueslis with fruits,"Flocons d'avoine* complète, Flocons de blé* complet, Raisins 8% (raisins*, huile de tournesol*), Figues* séchées 8% (figues*, farine de riz*), Flocons d'épeautre* complet, Pétales de maïs*, Dattes* 4 % (dattes*, farine de riz*), Abricots* secs 3% (abricots*, farine de riz*), Graines de tournesol*, Pétales d'épeautre* complet, Graines de lin*, Graines de courge*.
 Peut contenir des traces de lait, de fruits à coque, de graines de sésame et de soja. *Ingrédients biologiques.",gluten,a,352.0,5.8,0.9,59.0,14.0,11.0,0.03,10.0,1.0
3387390123210,Chocapic,Nestlé,cereal,"Chocolate wheat shells, Unfilled breakfast chocolate cereals fortified with vitamins and chemical elements","Farine de BLÉ complet 37,5 %, farine de BLÉ 18,5 %, chocolat en poudre 18,1 % (sucre, cacao en poudre*), semoule de maïs, sirop de glucose, extrait de malt d'ORGE (ORGE, ORGE malté), huile de tournesol, carbonate de calcium, sucre, farine d'ORGE malté, émulsifiant : lécithines ; sel, arômes naturels, fer, vitamines B3, B5, D, B6, B1, B2, B9. Peut contenir du LAIT et des FRUITS À COQUE.",gluten,b,384.0,4.4,1.1,73.8,19.9,8.5,0.2,7.7,0.9
5010477348678,Special Muesli 30% fruits & noix,Jordans,special muesli 30 fruits noix,Mueslis with fruits,"Céréales complètes (59%) (flocons d'_avoine_, flocons de _blé_, flocons de _blé_ grillés), fruits secs (30%)  (raisins secs, raisins de sultanine, abricots secs hachés, tranches de pommes séchées, éclats de noix de coco grillés, noix_noisettes_ hachées grillées, _amandes_ effilées), flocons d'_orge_, graines de tournesol.",gluten nuts fr avoine fr avoine,a,360.0,7.2,2.0,60.0,17.0,10.0,0.03,8.8,1.0
3250391418107,SAINT ELOI riz complet cuisson 10 mn étui 500gr,Saint Eloi,rice,"Brown rices, fr:Autres produits",Riz long grain complet étuvé de qualité supérieure,gluten,b,357.0,2.6,0.4,74.5,0.0,7.7,0.01,2.5,1.0
5018095004341,Spanish Style Grains,Merchant Gourmet,rice,"Rice dishes, Rices","Cooked Wholegrain Brown Rice (41%) (Water, Wholegrain Brown Rice), Cooked Wheatberries (22%) (Water, Wheatberries), Cooked Black Barley (14%) (Water, Barley), Tomato Paprika Paste (9%) (Water, Tomato Purée, Glucose Syrup, Salt, Yeast Extract, Ground Paprika, Paprika Flakes, Red Pepper Concentrate, Rapeseed Oil, Smoked Paprika), Red Pepper (8%), Onion (4%), Olive Oil.",gluten,c,167.0,1.9,0.5,31.0,1.4,4.8,1.2,4.3,1.0
3487400006967,Riz aux Champignons de Paris,BEN'S ORIGINAL,rice,"Frozen foods, Rice dishes, Rices","Riz long grain étuvé à la vapeur (84%), champignons (champignons de Paris) (8.0%), arôme naturel, huile de tournesol, champignon boletus luteus, oignons en poudre, sel, extrait de levure, ail en poudre, herbes, acidifiant (acide citrique), épice.",,b,157.0,2.1,0.2,30.0,0.5,3.4,0.59,1.4,1.0
3560070837984,Basmati,Carrefour,rice,White Basmati rices,Riz Basmati long grain.,,c,349.0,1.0,0.4,76.0,0.5,8.3,0.03,1.2,1.0
3560070393619,Riz Basmati,Carrefour BIO,rice,White Basmati rices,"Riz basmati long grain de qualité supérieure issu de l'agriculture biologique. Peut contenir des traces de gluten, soja, sésame.",,b,351.0,0.6,0.2,78.0,0.5,7.5,0.01,1.9,1.0
3760341070601,Taureau aile doypack basmati nature 220g,Taureau Ailé,rice,White Basmati rices,"Riz basmati précuit à la vapeur 98 %, huile de son de riz, émulsifiant : lécithine de tournesol. Conditionné sous atmosphère protectrice",,b,146.988527724665,1.7,0.4,29.0,0.0,2.9,0.02,1.2,1.0
5410673008015,Riz Complet Grain Extra-Tendre,Ben's Original,rice,Brown rices,Riz complet étuvé.,,b,,,,,,,,,1.0
5410673008053,Riz long grain,Ben's,rice,Long grain rices,Riz long grain étuvé,,b,352.0,1.12,0.16,76.8,0.8,7.36,0.016,1.76,1.0
3229820762692,TOFU NATURE,BJORG,tofu,Plain tofu,"water, soy beans * non-gmo (32%), agent of coagulation, with : magnesium chloride (nigari), calcium sulfate,",soybeans,a,151.0,8.5,1.6,1.3,0.5,17.0,0.04,0.7,1.0
3229820794112,Tofu fumé,Bjorg,tofu,Smoked tofu,"tofu 96% (water, soybeans*, gelling agents (magnesium chloride (nigari))), soy sauce (water, soybeans*, salt, aspergillus oryzae)",soybeans,a,139.0,7.7,1.4,1.0,0.5,15.0,0.59,2.7,1.0
4012359144003,Filets de tofu à la japonaise,Taifun,tofu,"Meat analogues, tofu","Tofu* 94% (graines de soja* 55%, eau, agents de coagulation : chlorure de magnésium, sulfate de calcium), huile de tournesol*, bouillon de légumes (sel marin, extrait de levure*, huile de tournesol*, poireaux*, carottes*, céleri*, macis*, noix de muscade*, persil*), jus de citron concentré*.",celery soybeans,b,202.0,13.0,2.0,2.4,0.3,19.0,1.38,,1.0
4012359144102,Tofu à l'Ail des Ours,Taifun,tofu,tofu,"Tofu* 85% (graines de sola 55%, eau, agents de coagulation: chlorure de magnésium, sulfate de calcium), huile de tournesol, ail des ours* 5%, oignons, bouillon de légumes (sel marin, extrait de levure*, huile de tournesol*, poireaux, carottes, céleri&quot;, macis*, noix de muscade&quot;, persil&quot;), jus de citron concentré*, gingembre*. issus de l'agriculture biologique",celery sesame seeds soybeans,e,220.0,15.0,1.5,1.6,0.7,19.0,4.5,,0.9
4012359010278,Tofu à la Japonaise,Taifun,tofu,"Meat analogues, tofu","Tofu* 94% (graines de soja* 55%, eau, agents de coagulation: chlorure de magné - sium, sulfate de calcium), huile de tournesol*, bouillon de légumes* (sel marin, extrait de levure*, huile de tournesol*, poireaux*, carottes*, céleri*, macis*, noix de muscade*, persil*), jus de citron concentré*.
* issus de l'agriculture biologique.",celery soybeans,b,205.0,13.0,2.0,2.4,0.5,19.0,1.4,,1.0
3175681292857,"Tofu cuisiné tomate, Mozzarella et basilic",Céréal Bio,cheese,tofu,"Tofu 76,9% (eau, soja, agents de coagulation: sulfate de calcium, nigari), farine de blé, mozzarella  7,7%, tomates confites 5,3% (tomates, huile d'olive vierge extra, vinaigre&quot;), concentré de tomates 4,1%, graines de courge 3,6%, basilic 2,1%, chapelure (blé), sel de mer, ail, thym, poivre.",gluten milk soybeans,a,200.0,12.0,2.4,6.2,1.9,14.0,0.9,5.6,1.0
3175681292840,Tofu cuisiné pesto et graines de courges,CÉRÉAL BIO,tofu,"Meat analogues, tofu","Tofu 85,2% (eau, soja, agents de coagulation : sulfate de calcium, nigari), farine de blé, sauce pesto 8% (basilic, huile d'olive vierge extra, noix de cajou, jus de citron, fromage Parmigiano Reggiano AOP 0,3%, ail, sel, poivre), graines de courge 3,7%, basilic 2,7%, chapelure (blé), sel de mer, ail, épices",gluten milk nuts soybeans,a,199.0,12.0,2.0,6.3,1.9,14.0,0.58,4.0,1.0
4012359010292,Tofu à l’ail des ours,Taifun,tofu,Marinated tofu,"Tofu* 83% (graines de soja* 55%, eau, agents de coagulation: chlorure de magnésium, sulfate de calcium), pesto à l'ail des ours* 7,8% (ail des ours* 6,1%, huile de tournesol*, sel marin), huile de tournesol*, bouillon de légumes* (sel marin, ex - trait de levure*, huile de tournesol*, poireaux*, ca - rottes*, céleri*, macis*, noix de muscade*, persil*), oignons*, jus de citron concentré*, gingembre*. *issus de l'agriculture biologique Peut contenir des traces de gluten, fruits à coque moutarde e",celery gluten soybeans,d,136.532026768642,15.0,1.5,1.6,0.7,19.0,1.8,,0.9
8710522922019,Ketchup 5 Ingrédients,Amora,ketchup 5 ingredient,"Shelf-stable other sauces, Tomato Ketchup, fr:Groceries","tomatoes (78,1%), alcohol vinegar (11%), sugar (10%), salt (0,8%), spice extract (0,1%)",,c,74.0,0.5,0.1,15.0,14.0,1.5,0.88,0.7,1.0
8715700421353,Tomato ketchup,Heinz,tomato ketchup,"Ketchup, Groceries","Pomodori (148 g per 100 g Tomato Ketchup), aceto di alcool, zucchero, sale, estratti di spezie ed erbe aromatiche (contiene sedano), spezie.",celery,d,102.0,0.1,0.1,23.2,22.8,1.2,1.8,,0.6000000000000001
8076809513388,Arrabbiata,Barilla,arrabbiata,"Arrabbiata sauces, Cooking Sauces","Polpa di pomodoro 70%, concentrato di pomodoro 13%, cipolla, olio di girasole, peperoni rossi 2%, aglio, prezzemolo, sale, zucchero, peperoncino 0,1%, aroma naturale",,a,60.0,3.1,0.3,5.5,5.0,1.4,1.0,2.2,1.0
8712100751370,Amora Ketchup Flacon Souple Tête en bas 550g,Amora,amora ketchup flacon souple tete en bas 550g,"Ketchup, Shelf-stable other sauces","Tomates, sucre, vinaigre d'alcool, sel, arômes naturels, épices",,d,99.0,0.5,0.1,22.0,21.0,1.2,2.0,0.5,0.6000000000000001
6111250472241,Bol Bol Ketchup,Bol&Bol,bol bol ketchup,Ketchup,"Eau, sucre, concentré de tomate, vinaigre de table, amidon de pomme de terre modifié, sel et arôme.",,e,122.0,0.1,,28.0,25.0,1.0,3.5,,0.6000000000000001
8715700112596,"Ketchup zéro sel ajouré, 70% moins de sucres",Heinz,ketchup zero sel ajoure,Ketchup,"tomatoes (200g per 100g of tomato ketchup), spirit vinegar, lemon juice concentrate, potassium chloride, acidifier (malic acid), citrus fibre, spice and herb extracts (contains  celery), sweetener (sucralose),",celery,a,44.0,0.1,,5.4,4.4,1.6,0.05,,1.0
87157635,Tomato Ketchup,Heinz,tomato ketchup,"Ketchup, groceries","Tomates (148 g pour 100 g de Tomato Ketchup), vinaigre, sucre, sel, extraits d'épices et d'herbes (contiennent du _céleri_), épice,",celery,d,102.0,0.1,0.1,23.2,22.8,1.2,1.77,,0.6000000000000001
8722700113348,Amora,Amora,amora,"Ketchup, Shelf-stable other sauces, Groceries","tomato ketchup, ingredients: tomatoes (151 g tomatoes per 100 g ketchup), sugar, spirit vinegar, salt, natural flavourings, spices, 'tomatoes from sustainable farming, average nutritional values per 100 g, per 15 g serving, %*/ 15 g, energy value: 414 kj/",,d,99.0,0.5,0.1,22.0,21.0,1.2,2.0,0.5,0.6000000000000001
4056489903680,Cannellini Beans,Freshona,beans,"Canned legumes, White beans, Beans","Cannellini Beans, Water, Firming Agent: Calcium Chloride, Antioxidant: Sodium Metabisulphite.",,a,104.0,0.7,0.1,13.8,0.6,6.9,0.02,7.5,1.0
4056489887812,Mixed Bean Salad in Vinaigrette,Freshona,beans,"Bean salad, Beans, Mixed-bean-salad","60% vegetables in variable proportions (Red kidney beans, black eye beans, borlotti beans, pea baby beans, baby green Lima beans, sweetcorn), water, 0.9% white wine vinegar, sugar, mustard powder, garlic powder, antioxidant: ascorbic acid, pepper, firming agent: calcium chloride, pepper extract, basil extract.",mustard,a,121.0,0.9,,18.8,2.1,8.5,0.1275,4.8,1.0
01642582,Red Kidney beans,Sainsbury's,beans,"Red beans, Beans","Organic Red Kidney Beans, Water",,b,98.0,0.7,0.2,11.1,0.5,8.2,0.02,7.1,1.0
5060430292883,One Pot Meal Texan Smoky BBQ Beans,BOL,beans,"Legumes, beans","Water, Cannellini Beans (18%), Black Turtle Beans (10%), Sweet Potato (6%), Tomatoes (Tomatoes, Acidity Regulator: Citric Acid), Red Kidney Beans, Lentils, Tomato Paste, Smoked Water, Cider Vinegar, Molasses, Garlic Puree, Smoked Paprika, Caramelised Carrot, Salt, Cornflour, Rapeseed Oil, Cumin, Parsley, Chilli Powder, Black Pepper.",,a,75.0,0.5,0.1,9.0,2.9,4.7,0.4,7.7,1.0
5000232902597,Reduced sugar and salt baked beans,Branston,tomato sauce,"Baked beans in tomato sauce, Beans","Beans (51%), Tomatoes (38%), Water, Sugar, Modified Maize Starch, Spirit Vinegar, Reduced Sodium Sea Salt, Salt, Paprika, White Pepper, Sweetener (Steviol Glycosides), Spices, Flavourings,",,a,85.0,0.5,0.1,12.5,2.8,5.0,0.39,5.1,1.0
4056489594260,Mildly spiced red kidney beans in chilli sauce,Freshona,beans,beans,"46% Red Kidney Beans, 43% Tomatoes, Water, Sugar, Modified Maize Starch, Chilli Powder, Salt, Ground Paprika, Ground Cumin, Ground Coriander, Ground Black Pepper, Dried Garlic, Onion Powder, Oregano, Sunflower Oil, Basil, Thyme, Flavouring. Heating Instructions The following are guidelines only. Some appliances may vary. Remove all packaging before heating. To microwave: Empty contents into a microwavable container, cover and vent. Microwave on full power for 3 minutes, stirring halfway through ",,a,77.0,0.7,0.1,10.8,3.7,4.5,0.41,4.9,1.0
4056489903659,Haricot Beans in Water,Freshona,beans,"Cooked haricot beans, Beans, Haricot beans in water","Haricot Beans, Water, Firming Agent: Calcium Chloride.",,b,92.0,0.7,0.2,10.7,0.6,6.5,0.02,8.3,1.0
8001440009907,Borlotti Italiani Lattina,Conserve Italia,beans,"Pulses, Canned common beans, Beans","fagioli, acqua, sale",,b,97.0,0.5,0.1,13.2,0.6,7.0,1.1,,1.0
